,InvaCost_ID,Cost_ID,Repository,Reference_ID,Reference_title,Authors,Abstract,Publication_year,Language,Type_of_material,Previous_materials,Availability,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Common_name,Environment,Environment_IAS,HabitatVerbatim,Habitat,urbanArea,protectedArea,Island,Geographic_region,Official_country,State|Province|Administrative_area,Location,Spatial_scale,Period_of_estimation,Time_range,Probable_starting_year,Probable_ending_year,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Occurrence,Raw_cost_estimate_original_currency,Min_Raw_cost_estimate_original_currency,Max_Raw_cost_estimate_original_currency,Raw_cost_estimate_2017_USD_exchange_rate,Raw_cost_estimate_2017_USD_PPP,Cost_estimate_per_year_original_currency,Cost_estimate_per_year_2017_USD_exchange_rate,Cost_estimate_per_year_2017_USD_PPP,Currency,Applicable_year,Type_of_applicable_year,Implementation,Acquisition_method,Impacted_sector,Type_of_cost,Type_of_cost_merged,Management_type,Method_reliability,Method_reliability_refined,Method_reliability_Explanation,Method_reliability_Expert_Name,Overlap,Benefit_value(s),Details,Initial contributors_names,Double-checking
8966,IC_2.1_6779,SC1751,,Wesseler2010,Potential damage costs of Diabrotica virgifera virgifera infestation in Europe - the 'no control' scenario,Wesseler and Fall,"The Western Corn Rootworm (WCR or Dvv., Diabrotica virgifera virgifera Le Conte) was first detected in Europe in the early nineties in Serbia. Since then the beetle has spread to more than 15 European countries. We assess the potential damage costs of the invasive species Diabrotica virgifera virgifera LeConte (Dvv.) in Europe under a ‘no control’ scenario. While previous studies considered benefits and costs at country level, this study explicitly investigates the external benefits of control in one country for other countries. The assessment considers the spatial and temporal aspects of invasion considering a number of scenarios developed together with experts. The results indicate enormous economic benefits can be gained by controlling further spread of Dvv. The economic benefits of control range between 143 million Euro in the best case and 1739 million Euro in the worst case scenario. The most likely scenario results in average annual economic benefits of 472 million Euro. Even in countries that do not face high damage costs control can be justified as this will reduce the speed of spread of the WCR and generate a positive externality for other regions with higher damage costs.",2010,English,Peer-reviewed article,,Yes,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica virgifera,,Western corn rootworm,Terrestrial,Terrestrial,Damage to crops,12b,other,N,N,Europe,Germany,,Diverse/Unspecified,Country,Unspecified,Year,Unspecified,Unspecified,2010.0,2010.0,Potentially ongoing,52210000.0,,,81526704.1166456,75088350.6129068,52210000.0,81526704.1166456,75088350.6129068,EUR,2005,Effective,Potential,Extrapolation,Agriculture,Damage-Loss,Damage,,High,,,,,yes,Average annual damage costs on country level data assuming 40 km speed of spread and 20% yield loss,Laura Verbrugge,No
8967,IC_2.1_6780,SC1752,,Oregon2014,Economic Impact From Selected Noxious Weeds in Oregon,"The Research Group, LLC","Noxious weeds are depriving Oregon agriculture and other natural resource industries of significant revenues.  This causes adverse economic impacts to Oregon's economy.  The Oregon Department of Agriculture Noxious Weed Control Program (ODA) contracted with The Research Group, LLC (TRG) in Corvallis to conduct an economic impact study for current and potential infestations of specific noxious weeds on Oregon rangelands, farmlands, forestlands, and wildlands.  The study is distinctive in that it incorporates Oregon WeedMapper software program results for existing invasions, which was analyzed along with other environmental variables using a unique geospatial analysis model to provide noxious weed habitat suitability data for potential infestations. 
 
The study found there is an estimated annual loss of almost $83.5 million personal income to the State's economy from 25 selected weed species.  (All referenced values in the study are adjusted to 2012 dollars.)  That is the equivalent to the loss of about 1,900 jobs in the private sector.  If left unchecked, there is a potential annual loss of $1.8 billion personal income and 40,800 jobs.  Two of the 25 selected weeds, Armenian blackberry and Scotch broom, are widespread and contribute $79.6 million to the current overall economic impact.  The remaining 23 species are limited in distribution and are under intensive management thus contributing to less than five percent of total current impacts. 
 
The purpose of this current study is to update a previous similar study of noxious weeds found in Oregon.  Case descriptions for several individual species are documented to bring clarity for how different prevention and control programs are utilized and have demonstrated success.  Government policy implications for providing noxious weed research and control program services are discussed.  In particular, the current study provides an opportunity for ODA to look at the impacts of two widespread invasive weeds (Armenian blackberry and Scotch broom) and address the potential economic impact of up and coming noxious weeds.  The study reveals the benefits of having safeguards such as biological, prevention, and other control programs in place to minimize impacts. 
 
The noxious weeds selected for the analysis contain all but one of the previous study's weeds, two grouped together, and six additional species for a total of 25 weeds.  This economic analysis is limited to measurements of regional economic impacts (REI) using the metrics for business sales, personal income, and jobs.  This economic analysis distilled the selected weeds into 15 unique economic model groupings.  The marginal REI calculations for the groupings can be used to calculate a new weed's economic impacts. 
 
The economic impact information is supplemented with explanations and estimated unit costs for different control approaches including none; prevention; early detection and rapid response (EDRR); and, long-term maintenance.  The cost discussions when related to the economic impact results provide illuminating information about the importance of control programs.  However, the provided economic impact information in the current study is not from a formal benefit-cost analysis (BCA).  The REI measure tells us an immediate with or without change in economic activity.  A BCA deals with the time value of money where sometimes one-time costs 

 
 xi D:\Data\Documents\swd\nox weed13 report.docx 
are incurred today, but net economic benefits accrue far into the future.  A BCA can include externality effects or changed societal values, and a BCA can account for the positive benefits as well as the foregone economic activity.  The disadvantage of a BCA is that the measurement can lack tangibility and authenticity.  The public and decision makers are generally only provided simple benefit-to-cost ratios and other summary indexes without knowing assumptions and methods. 
 
A properly conducted BCA will show whether the net economic benefits for a single weed control project make it worth undertaking a control program given commercial and recreational production to be recovered or preserved.  For example, the previous study found that biological control of tansy ragwort has a $13 return for every $1 investment and prevention programs have a benefit to cost ratio of 34 to one. 
 
The assumed affected economic activities for the analyzed weed species were associated with the previous study four land types: 
 
1. Rangelands:  livestock loss, reduced cattle foraging, and reduced wildlife grazing. 
2. Farmlands:  seed loss, decreased other agriculture, and reduced aquaculture. 
3. Forestland:  reduced timber production. 
4. Wildlands:  wildlife and fish stressor that lowers hunting, fishing, and boating recreational uses. 
 
Economic model parameters specific to the analyzed weeds include the following: 
 
1. Plant coverage factor.  The share of the infested areas that affects a particular economic activity. 
2. Degradation factor of the economic activity.  This factor can have various interpretations depending on the economic activity.  For example, it could be interpreted as a cow mortality rate for the livestock economic activity.  The assigned degradation factors are different for an economic activity affected for a particular analyzed noxious weed located on a particular land type.  The factors are normalized to apply to an economic activity and are usually expressed as a percent. 
3. Land production factors.  The factors are an assignment based on the land use for livestock, other agriculture, timber, or wildlife management. 
 
The geospatial analysis model developed to show current and potential area infestations is titled Kinetic Resource and Environmental Spatial System (KRESS).  Its output was the potential range across Oregon for the 25 selected weeds.  The modeling was based on the weeds' currently known locations, and their relationship with environmental and elevation variables.  A post KRESS outcome factor was applied to forestry susceptible areas to account for land management set asides for non-timber production.  The KRESS models utilized the Oregon WeedMapper dataset, which is comprised of 300,000 known weed infestations across the state.  The KRESS input data is collected through partnerships with non-profit, local, county and federal agencies.  The KRESS determined mean predicted area was bounded with confidence intervals of one 

 
 xii D:\Data\Documents\swd\nox weed13 report.docx 
standard deviation to provide a statistical measure of precision.  Potential weed ranges were compared against different land uses capable of being degraded by noxious weeds.  The eight land types in the KRESS model were mapped to the four land types used in the economic activity modeling. 
 
Of the estimated foregone economic activity from current levels of noxious weed infestations ($83.5 million personal income and about 1.9 thousand jobs), the economic impact shares from the analyzed species three largest contributors (in order) are:  Armenian blackberry 48 percent, Scotch broom 47 percent, and rush skeletonweed two percent.  The current study economic impacts without the six additional analyzed species are $43.1 million, which compares to the previous study $101.5 million.  The decrease would be an indicator of success in the containment efforts for the previous study's analyzed species. 
 
The estimated economic impact of the analyzed species would be between $1.5 billion and $2.4 billion personal income if infestation moved into the susceptible areas.  The point estimate for mean within this range would represent 40.8 thousand jobs.  The three analyzed species with the largest contributions for susceptible areas are:  Armenian blackberry 15 percent, rush skeletonweed 12 percent, and gorse 11 percent.  For the six species analyzed for susceptible areas in the previous study (tansy ragwort, distaff thistle, leafy spurge, purple starthistle, hawkweeds, and spartina), the current study economic impacts from susceptible areas is $305.0 million as compared to the previous study $68.7 million.  While methods differ between the two studies on the estimation of susceptible habitat, an inference is that there is a growing threat from the six species. 
 
The results are from complex methodological calculations that have high uncertainty.  For example, the species with the second highest economic loss threat of the 25 analyzed species is Scotch broom.  The current infestation share of lost economic activity for this species is $39.5 million personal income.  The important lost economic activity associated with this species is from timber production degradation following invasion.  An uncertainty analysis shows a 42 percent increase in the degradation factor and susceptible area would about double the lost income over the current study estimate. 
 
There are five case studies that provide examples of control projects conducted by ODA.  Biological control and prevention programs are shown to be beneficial and can have a high return on the investment from these types of activities. 
 
The unintended spread of introduced species such as Scotch broom can turn them into undesirable plants in a very short time.  The costs of direct control, such as herbicides, are often substantial, especially in extensive rangeland environments.  Concerns about the cost effectiveness of chemical treatment and growing public concern about environmental safety have led to more research and use of insects or microorganisms that adversely affect the unwanted plant.  While more emphasis is being placed on biological controls, chemical or manual control in the early stages of invasion may also result in favorable cost effectiveness.  Programs for existing noxious weeds that are expensive to eradicate with manual or chemical means, and that have no potential biological control agents, may not evaluate financially favorable.  In such cases, education about containment may be the only option. 

 
 xiii D:\Data\Documents\swd\nox weed13 report.docx 
 
The control and spread of noxious weeds are of public concern because of a private market externality problem.  The background research and maintenance costs can be prohibitive for any single individual or even single industry.  A public agency may need to be involved when private party culpability and enforcement processes are not adequate for controlling invasions.  Once control programs have been established, the private businesses will become a free rider to the benefits of the program in the case the weed is deleterious to commercial production.  Depending on harm caused by particular weeds, the public will also benefit from control programs through greater recreational use opportunity.  In either case, there is a gain in social values from knowing ecosystems are being restored. 
 
ODA serves as a leader in protecting natural and agricultural resources from the introduction and spread of noxious weeds.  ODA approaches noxious weed control with an integrated, multidisciplinary approach.  Integrated Weed Management (IWM) is a decision making process based on the best available science and experience of weed managers.  Control options depend on site-specific information and the best strategy or combinations of strategies for effective management decisions.  IWM uses all available methods and techniques for noxious weed control including prevention, mechanical, cultural, chemical and biological control. 
 
There are many entities involved in noxious weed management in Oregon including state and federal agencies, county weed control programs, cooperative weed management areas, and universities.  The Oregon Invasive Species Council serves to protect Oregon's natural resources from invasive species thorough coordination efforts.  Other regional and national groups are engaged to increase awareness, address policy needs, and direct resources toward invasive plant control.  Government agencies and universities contribute through research services, sponsored prevention and control operations, financial incentive grants, and punitive regulations. ",2014,English,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Spartina,Spartina spp.,,Cordgrass,Terrestrial,Semi-aquatic,,,other,,N,North America,United States of America,Oregon,,Site,1 year,Year,2012,2012,2012.0,2012.0,One-time,52238000.0,52238000.0,52238000,55770453.2422647,55770453.2422647,52238000.0,55770453.2422647,55770453.2422647,USD,2012,Effective,Potential,Extrapolation,Agriculture/Environment/Forestry,Damage-Loss,Damage,,High,,,,,no,"Noxious Weeds Regional Economic Impacts of  Susceptible Areas Measured by Direct Sales  Cost is from a model which models susceptible areas: The infestation susceptible area upper bound and lower bound correspond to area calculations for minus one standard deviation and plus one standard deviation, respectively",Zarah Pattison,No
8968,IC_2.1_6781,SC1753,,Bourdot2007,Pastoral weeds in New Zealand: Status and potential solutions,"Bourdot, G.W., Fowler, S.V., Edwards, G.R., Kriticos, D.J., Kean, J.M., Rahman, A., Parsons, A.J.","Currently there are some 187 plant
species, almost all exotic in origin, occurring as
""weeds"" in pastures in New Zealand. Judging from their occurrence in scientific papers published in the
proceedings of the New Zealand Plant Protection
Society, 65 of these species are, or have been considered
historically, to be significant pastoral weeds.
While 34 of these pastoral weeds are currently being
managed under Regional Pest Management Strategies,
15 of these regionally managed species are
apparently un-researched in New Zealand, implying
that their management does not have a scientific
basis. The aggregate cost of pastoral weeds to the
New Zealand economy is estimated to be NZ$1.2
billion per annum, based on an analysis made in
1984, but this analysis is hampered by a lack of both
objective data on the impacts of weeds on pastoral
production and an accurate and comprehensive national
census of the main problem species. Ongoing
naturalisations, from an existing pool of exotic plant
species estimated currently at 25 000, and new arrivals
through international trade in plant species
and germplasm, can be expected to steadily add
to the list of pastoral weeds. Prioritisation of these
weed species will be necessary if New Zealand's
pastoral agricultural industries are to make longterm,
economically optimal decisions about their
management. Such prioritisation will require robust
models of their current and potential distributions,
their rates of population increase and spread, a full
understanding of the merits and pitfalls of alternative
control options, and robust models of their impacts
on pastoral productivity.",2007,English,Peer-reviewed article,,Yes,Plantae,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,Diverse/Unspecified,,Pastoral weeds,Terrestrial,Terrestrial,,12b,other,N,Y,Oceania,New Zealand,,New Zealand,Country,1984,Year,Unspecified,Unspecified,1984.0,1984.0,Potentially ongoing,53000000.0,,,70894291.8388035,118560252.861339,53000000.0,70894291.8388035,118560252.861339,NZD,1984,Effective,Observed,Extrapolation,Agriculture,Control,Management,Post-invasion_management,High,,,,,yes,"The aggregate cost of
pastoral weeds in New Zealand was estimated to be
$393 million ($340 million (losses) + $53 million
(cost of control)) p.a.",Ross Cuthbert,No
8969,IC_2.1_6782,SC1754,,Bangsund1991b,Economic impacts of leafy spurge on grazing lands in the northern Great Plains,Bangsund & Leistritz,,1991,English,Official report,Bangsund1993,Yes,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia esula,,leafy spurge,Terrestrial,Terrestrial,rangeland and pastures (i.e. grazing lands),4,other,N,N,North America,United States of America,North Dakota,North Dakota,Site,1990,Year,1990,1990,1990.0,1990.0,Potentially ongoing,53130000.0,,,99673730.1804965,99673730.1804965,53130000.0,99673730.1804965,99673730.1804965,USD,1990,Effective,Observed,Extrapolation,Unspecified,Damage-Loss,Damage,,High,,,,,no,"""… estimated using the North Dakota Input-Output Model (Coon et al. 1985)""",Marina Golivets,No
8970,IC_2.1_6783,SC1755,,7477,Evaluating the cost-effectiveness of invasive alien plant clearing: A case study from South Africa,"McConnachie, M. M., Cowling, R. M. van Wilgen, B. W.  McConnachie, D. A.","Conservation projects spend billions of dollars clearing invasive alien plants, yet few studies have measured the cost-effectiveness of doing this, especially over larger spatial and temporal scales, relevant to operational contexts. We evaluated the cost-effectiveness of South Africa’s national invasive alien plant control programme, Working for Water, in reducing invasive alien plant cover in the Krom and Kouga river catchments over 7 years. We assessed change in invasive alien plant cover by comparing post-treatment cover with the first recorded pre-treatment cover across all 740 of the two project’s treatment sites (ranging from 0.03 to 227.6 ha in size). We also used regression analysis to estimate the effect of predictor variables on the cost-effectiveness of invasive alien plant clearing. We found – by dividing the total costs by the change in invasive alien plant cover – that it cost 2.4 times more (1.5 times for the Krom, and 8.6 times for the Kouga project) to clear invaded land than the highest equivalent estimate made elsewhere. At current rates of clearing, it would take 54 and 695 years to clear the catchments, in the Krom and Kouga, respectively, assuming no further spread. If spread is considered, current control efforts are inadequate, and invasions are likely to continue to spread in the catchments. Pre-treatment invasive alien plant cover and treatment costs per hectare had the greatest positive and negative influence, respectively on cost-effectiveness. Our assessment suggests that invasive alien plant control projects urgently need to monitor their cost-effectiveness so that management practices can be adapted to use scarce conservation funds more effectively.",2012,English,Peer-reviewed article,,Yes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia mearnsii,,Black wattle,Terrestrial,Terrestrial,,,other,N,N,Africa,South Africa,,Kouga River Catchment,Site,2009,Period,2009,2009,2009.0,2009.0,One-time,53270000.0,,,8179186.05564444,13089388.1391582,53270000.0,8179186.05564444,13089388.1391582,ZAR,2010,Effective,Potential,Extrapolation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Cost to complete the removal of invasive alien plant-invaded areas at the site scale 2009 onwards,Desika Moodley,No
8971,IC_2.1_6784,SC1756,,2,An epidemiological and economic simulation model to evaluate the spread and control of infectious bovine rhinotracheitis in the Netherlands,Vonk Noordegraaf et al,,1998,English,Peer-reviewed article,,Yes,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Bovine alphaherpesvirus 1,,Bovine alphaherpesvirus 1,Terrestrial,Terrestrial,,4b\12b,other,N,N,Europe,Netherlands,,Netherlands,Country,4-6 years,Period,1998,2003,1998.0,2003.0,One-time,53500000.0,51000000.0,56000000,40554473.4228975,88799999.1463471,8916666.66666667,6759078.90381625,14799999.8577245,NLG,1998,Publication year,Potential,Extrapolation,Agriculture,Eradication,Management,Post-invasion_management,High,,,,,no,"costs for culling cows, separate from other costs, time taken 241-312 weeks depending on strategy",Thomas Bodey,No
8972,IC_2.1_6785,SC1757,,Leitch1994,"Economic effect of leafy spurge in the upper Great Plains: Methods, models, and results","Leitch, J. A., Leistritz, F. L., and Bangsund, D. A.","Research was initiated in 1989 to develop a bioeconomic model of leafy spurge in the upper Great Plains. The study resulted in two M.S. theses, several monographs, and numerous articles in periodicals and professional journals. Methods included budget analyses and regional economic analyses. Models of leafy spurge patch expansion, infestation and grazing carrying capacity, infestation and wildlife habitat, and wildlife and wildlands were developed. Leafy spurge infestation results in an estimated direct annual impact of $40.5 million in Montana, North Dakota, South Dakota, and Wyoming. Impacts in North Dakota account for nearly 67 percent of the total. Total secondary impacts could be as high as $89 million per year and represent the potential loss of 1,433 jobs. While more work could be done to refine the models, it is clear that leafy spurge control deserves attention, especially when leafy spurge acreage has been doubling about every ten years. ",1994,English,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia esula,,Leafy spurge,Terrestrial,Terrestrial,,,other,N,N,North America,United States of America,North Dakota,North Dakota,Site,1993,Year,1993,1993,1993.0,1993.0,One-time,53989000.0,,,91609538.0530722,91609538.0530722,53989000.0,91609538.0530722,91609538.0530722,USD,1993,Effective,Observed,Report/Estimation,Agriculture,Damage-Loss,Damage,,High,,,,,no,Secondary costs from leafy spurge infestations on grazing land,Desika Moodley/Jean Fantle-Lepczyk,Yes
8973,IC_2.1_6786,SC1758,GS,Bullock2012,Assessing and controlling the spread and the effects of common ragweed in Europe,Bullock et al,,2012,English,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,,common ragweed,Terrestrial,Terrestrial,,,other,N,N,Europe,France,,France,Country,Unspecified/Yearly,Year,2011,Unspecified,2011.0,2011.0,Potentially ongoing,54300000.0,,,82364114.1255479,70328342.2194064,54300000.0,82364114.1255479,70328342.2194064,EUR,2011,Effective,Observed,Extrapolation,Health,Damage-Loss,Damage,,High,,,,,no,Impacts were assessed for the probability‐adjusted human population exposed to ragweed pollen. Costs were calculated in relation to increased costs of medication (assumed to be €303 yr‐1) and of staff time to give treatment (with costs based on countries wage rates for nurses and doctors assuming 1 hr of additional consultation and treatment time per affected individual).,Marina Golivets,No
8974,IC_2.1_6787,SC1759,,Washington2017,Economic impact of invasive species: Direct costs estimates and economic impacts for Washington State,Community Attributes Inc. for Washington Invasive Species Council and Washington State Department of Agriculture,,2017,English,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea solstitialis,,Yellow starthistle,Terrestrial,Terrestrial,"pasture, rangelands, crops",4\12b,other,N,N,North America,United States of America,Washington,Washington State,Site,future,Year,Unspecified,Unspecified,2017.0,2017.0,Potentially ongoing,54326000.0,,,54326000.0,54326000.0,54326000.0,54326000.0,54326000.0,USD,2017,Publication year,Potential,Report/Estimation,Agriculture/Fishery/Public and social welfare,Damage-Loss,Damage,,High,,,,,no,"Total costs, both direct and indirect for the species in WA in a year, assuming 12% spread and no control. WARNING this includes all other numbers from this source for this species",Jennifer Bufford,No
8975,IC_2.1_6788,SC1761,,Oregon2014,Economic Impact From Selected Noxious Weeds in Oregon,"The Research Group, LLC","Noxious weeds are depriving Oregon agriculture and other natural resource industries of significant revenues.  This causes adverse economic impacts to Oregon's economy.  The Oregon Department of Agriculture Noxious Weed Control Program (ODA) contracted with The Research Group, LLC (TRG) in Corvallis to conduct an economic impact study for current and potential infestations of specific noxious weeds on Oregon rangelands, farmlands, forestlands, and wildlands.  The study is distinctive in that it incorporates Oregon WeedMapper software program results for existing invasions, which was analyzed along with other environmental variables using a unique geospatial analysis model to provide noxious weed habitat suitability data for potential infestations. 
 
The study found there is an estimated annual loss of almost $83.5 million personal income to the State's economy from 25 selected weed species.  (All referenced values in the study are adjusted to 2012 dollars.)  That is the equivalent to the loss of about 1,900 jobs in the private sector.  If left unchecked, there is a potential annual loss of $1.8 billion personal income and 40,800 jobs.  Two of the 25 selected weeds, Armenian blackberry and Scotch broom, are widespread and contribute $79.6 million to the current overall economic impact.  The remaining 23 species are limited in distribution and are under intensive management thus contributing to less than five percent of total current impacts. 
 
The purpose of this current study is to update a previous similar study of noxious weeds found in Oregon.  Case descriptions for several individual species are documented to bring clarity for how different prevention and control programs are utilized and have demonstrated success.  Government policy implications for providing noxious weed research and control program services are discussed.  In particular, the current study provides an opportunity for ODA to look at the impacts of two widespread invasive weeds (Armenian blackberry and Scotch broom) and address the potential economic impact of up and coming noxious weeds.  The study reveals the benefits of having safeguards such as biological, prevention, and other control programs in place to minimize impacts. 
 
The noxious weeds selected for the analysis contain all but one of the previous study's weeds, two grouped together, and six additional species for a total of 25 weeds.  This economic analysis is limited to measurements of regional economic impacts (REI) using the metrics for business sales, personal income, and jobs.  This economic analysis distilled the selected weeds into 15 unique economic model groupings.  The marginal REI calculations for the groupings can be used to calculate a new weed's economic impacts. 
 
The economic impact information is supplemented with explanations and estimated unit costs for different control approaches including none; prevention; early detection and rapid response (EDRR); and, long-term maintenance.  The cost discussions when related to the economic impact results provide illuminating information about the importance of control programs.  However, the provided economic impact information in the current study is not from a formal benefit-cost analysis (BCA).  The REI measure tells us an immediate with or without change in economic activity.  A BCA deals with the time value of money where sometimes one-time costs 

 
 xi D:\Data\Documents\swd\nox weed13 report.docx 
are incurred today, but net economic benefits accrue far into the future.  A BCA can include externality effects or changed societal values, and a BCA can account for the positive benefits as well as the foregone economic activity.  The disadvantage of a BCA is that the measurement can lack tangibility and authenticity.  The public and decision makers are generally only provided simple benefit-to-cost ratios and other summary indexes without knowing assumptions and methods. 
 
A properly conducted BCA will show whether the net economic benefits for a single weed control project make it worth undertaking a control program given commercial and recreational production to be recovered or preserved.  For example, the previous study found that biological control of tansy ragwort has a $13 return for every $1 investment and prevention programs have a benefit to cost ratio of 34 to one. 
 
The assumed affected economic activities for the analyzed weed species were associated with the previous study four land types: 
 
1. Rangelands:  livestock loss, reduced cattle foraging, and reduced wildlife grazing. 
2. Farmlands:  seed loss, decreased other agriculture, and reduced aquaculture. 
3. Forestland:  reduced timber production. 
4. Wildlands:  wildlife and fish stressor that lowers hunting, fishing, and boating recreational uses. 
 
Economic model parameters specific to the analyzed weeds include the following: 
 
1. Plant coverage factor.  The share of the infested areas that affects a particular economic activity. 
2. Degradation factor of the economic activity.  This factor can have various interpretations depending on the economic activity.  For example, it could be interpreted as a cow mortality rate for the livestock economic activity.  The assigned degradation factors are different for an economic activity affected for a particular analyzed noxious weed located on a particular land type.  The factors are normalized to apply to an economic activity and are usually expressed as a percent. 
3. Land production factors.  The factors are an assignment based on the land use for livestock, other agriculture, timber, or wildlife management. 
 
The geospatial analysis model developed to show current and potential area infestations is titled Kinetic Resource and Environmental Spatial System (KRESS).  Its output was the potential range across Oregon for the 25 selected weeds.  The modeling was based on the weeds' currently known locations, and their relationship with environmental and elevation variables.  A post KRESS outcome factor was applied to forestry susceptible areas to account for land management set asides for non-timber production.  The KRESS models utilized the Oregon WeedMapper dataset, which is comprised of 300,000 known weed infestations across the state.  The KRESS input data is collected through partnerships with non-profit, local, county and federal agencies.  The KRESS determined mean predicted area was bounded with confidence intervals of one 

 
 xii D:\Data\Documents\swd\nox weed13 report.docx 
standard deviation to provide a statistical measure of precision.  Potential weed ranges were compared against different land uses capable of being degraded by noxious weeds.  The eight land types in the KRESS model were mapped to the four land types used in the economic activity modeling. 
 
Of the estimated foregone economic activity from current levels of noxious weed infestations ($83.5 million personal income and about 1.9 thousand jobs), the economic impact shares from the analyzed species three largest contributors (in order) are:  Armenian blackberry 48 percent, Scotch broom 47 percent, and rush skeletonweed two percent.  The current study economic impacts without the six additional analyzed species are $43.1 million, which compares to the previous study $101.5 million.  The decrease would be an indicator of success in the containment efforts for the previous study's analyzed species. 
 
The estimated economic impact of the analyzed species would be between $1.5 billion and $2.4 billion personal income if infestation moved into the susceptible areas.  The point estimate for mean within this range would represent 40.8 thousand jobs.  The three analyzed species with the largest contributions for susceptible areas are:  Armenian blackberry 15 percent, rush skeletonweed 12 percent, and gorse 11 percent.  For the six species analyzed for susceptible areas in the previous study (tansy ragwort, distaff thistle, leafy spurge, purple starthistle, hawkweeds, and spartina), the current study economic impacts from susceptible areas is $305.0 million as compared to the previous study $68.7 million.  While methods differ between the two studies on the estimation of susceptible habitat, an inference is that there is a growing threat from the six species. 
 
The results are from complex methodological calculations that have high uncertainty.  For example, the species with the second highest economic loss threat of the 25 analyzed species is Scotch broom.  The current infestation share of lost economic activity for this species is $39.5 million personal income.  The important lost economic activity associated with this species is from timber production degradation following invasion.  An uncertainty analysis shows a 42 percent increase in the degradation factor and susceptible area would about double the lost income over the current study estimate. 
 
There are five case studies that provide examples of control projects conducted by ODA.  Biological control and prevention programs are shown to be beneficial and can have a high return on the investment from these types of activities. 
 
The unintended spread of introduced species such as Scotch broom can turn them into undesirable plants in a very short time.  The costs of direct control, such as herbicides, are often substantial, especially in extensive rangeland environments.  Concerns about the cost effectiveness of chemical treatment and growing public concern about environmental safety have led to more research and use of insects or microorganisms that adversely affect the unwanted plant.  While more emphasis is being placed on biological controls, chemical or manual control in the early stages of invasion may also result in favorable cost effectiveness.  Programs for existing noxious weeds that are expensive to eradicate with manual or chemical means, and that have no potential biological control agents, may not evaluate financially favorable.  In such cases, education about containment may be the only option. 

 
 xiii D:\Data\Documents\swd\nox weed13 report.docx 
 
The control and spread of noxious weeds are of public concern because of a private market externality problem.  The background research and maintenance costs can be prohibitive for any single individual or even single industry.  A public agency may need to be involved when private party culpability and enforcement processes are not adequate for controlling invasions.  Once control programs have been established, the private businesses will become a free rider to the benefits of the program in the case the weed is deleterious to commercial production.  Depending on harm caused by particular weeds, the public will also benefit from control programs through greater recreational use opportunity.  In either case, there is a gain in social values from knowing ecosystems are being restored. 
 
ODA serves as a leader in protecting natural and agricultural resources from the introduction and spread of noxious weeds.  ODA approaches noxious weed control with an integrated, multidisciplinary approach.  Integrated Weed Management (IWM) is a decision making process based on the best available science and experience of weed managers.  Control options depend on site-specific information and the best strategy or combinations of strategies for effective management decisions.  IWM uses all available methods and techniques for noxious weed control including prevention, mechanical, cultural, chemical and biological control. 
 
There are many entities involved in noxious weed management in Oregon including state and federal agencies, county weed control programs, cooperative weed management areas, and universities.  The Oregon Invasive Species Council serves to protect Oregon's natural resources from invasive species thorough coordination efforts.  Other regional and national groups are engaged to increase awareness, address policy needs, and direct resources toward invasive plant control.  Government agencies and universities contribute through research services, sponsored prevention and control operations, financial incentive grants, and punitive regulations. ",2014,English,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium draba,,White top (hoary cress),Terrestrial,Terrestrial,,,other,,N,North America,United States of America,Oregon,,Site,1 year,Year,2012,2012,2012.0,2012.0,One-time,55263000.0,74533000.0,34020000,59000010.6728297,59000010.6728297,55263000.0,59000010.6728297,59000010.6728297,USD,2012,Effective,Potential,Extrapolation,Public and social welfare,Damage-Loss,Damage,,High,,,,,no,"Cost of various invasive species on Personal Income. Cost is from a model which models susceptible areas: The infestation susceptible area upper bound and lower bound correspond to area calculations for minus one standard deviation and plus one standard deviation, respectively",Zarah Pattison,No
